WARNING: 12 open meshes remove
     Removed: prop structure attached
     Removed: prop structure attached
     Removed: prop structure attached
     Removed: prop structure attached
     Removed: prop structure attached
     Removed: prop structure attached
     Removed: prop structure attached
     Removed: prop structure attached
     Removed: prop structure attached
     Removed: prop structure attached
     Removed: Wings
     Removed: Wings
WARNING: 1 open meshes merged
     Merged: Horizontal Stab
...Mass Properties...
176 Num Comps
168 Total Num Meshes
117440 Total Num Tris

20988.901167             Total Mass
10.321540 -0.000045 0.515331       Center of Gravity
323653.171569 371401.411073 650303.269685       Ixx, Iyy, Izz
-7.893093 59913.771827 -2.023433       Ixy, Ixz, Iyz
109.832839             Volume

Name	Mass	cgX	cgY	cgZ	Ixx	Iyy	Izz	Ixy	Ixz	Iyz	Volume
0.687088	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.535000
0.815636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.766649
0.944184	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.042277
1.072732	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.362410
1.201280	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.725719
1.329828	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.125438
1.458375	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.557576
1.586923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.020165
1.715471	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.512285
1.844019	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.033614
1.972567	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.584352
2.101115	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.164518
2.229663	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.773567
2.358210	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.410372
2.486758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.072333
2.615306	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.753429
2.743854	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.441773
2.872402	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.130801
3.000950	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.820483
3.129498	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.510790
3.258045	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.201694
3.386593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.893165
3.515141	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.585428
3.643689	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	13.278618
3.772237	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	13.972673
3.900785	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	14.667614
4.029332	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	15.363400
4.157880	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	16.060007
4.286428	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	16.757410
4.414976	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	17.455586
4.543524	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	18.154511
4.672072	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	18.854160
4.800620	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	19.554660
4.929167	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	20.256070
5.057715	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	20.958368
5.186263	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	21.661533
5.314811	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	22.365543
5.443359	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	23.070377
5.571907	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	23.776013
5.700455	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	24.482430
5.829002	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	25.189606
5.957550	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	25.897520
6.086098	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	26.606149
6.214646	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	27.315474
6.343194	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	28.025608
6.471742	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	28.736531
6.600290	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	29.448224
6.728837	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	30.160663
6.857385	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	30.873830
6.985933	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	31.587703
7.114481	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	32.302260
7.243029	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	33.017481
7.371577	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	33.733345
7.500124	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	34.449832
7.628672	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	35.166891
7.757220	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	35.884436
7.885768	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	36.602451
8.014316	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	37.320915
8.142864	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	38.039810
8.271412	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	38.759118
8.399959	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	39.478820
8.528507	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	40.198819
8.657055	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	40.918819
8.785603	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	41.638819
8.914151	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	42.358818
9.042699	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	43.078818
9.171247	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	43.798817
9.299794	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	44.518817
9.428342	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	45.238817
9.556890	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	45.958816
9.685438	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	46.678816
9.813986	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	47.398815
9.942534	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	48.118815
10.071082	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	48.838815
10.199629	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	49.558814
10.328177	0.001020	3.643689	1.069874	-0.820273	0.000000	0.000002	0.000002	-0.000000	0.000000	0.000000	50.278814
10.456725	0.345891	10.436630	0.003156	0.795221	72.949995	0.269081	72.776952	-0.007417	0.011232	-0.001763	51.228728
10.585273	0.345891	10.436630	0.003156	0.795221	72.949995	0.269081	72.776952	-0.007417	0.011232	-0.001763	51.968053
10.713821	0.345891	10.436630	0.003156	0.795221	72.949995	0.269081	72.776952	-0.007417	0.011232	-0.001763	52.737018
10.842369	0.345891	10.436630	0.003156	0.795221	72.949995	0.269081	72.776952	-0.007417	0.011232	-0.001763	53.531896
10.970916	0.345891	10.436630	0.003156	0.795221	72.949995	0.269081	72.776952	-0.007417	0.011232	-0.001763	54.358172
11.099464	0.536529	10.672146	0.002034	0.885748	87.671423	0.371862	87.504478	-0.007675	0.031987	-0.001862	55.329231
11.228012	2.520965	11.109709	0.000433	1.015043	207.324960	0.518589	207.281506	-0.008148	0.070547	-0.002004	56.191956
11.356560	183.526930	11.353169	0.000006	1.049520	10152.178898	3.528888	10150.269388	-0.007822	0.090796	-0.002707	57.223928
11.485108	383.450381	11.421959	0.000003	1.049770	20513.196707	12.107987	20506.968661	-0.009751	0.097468	-0.002645	58.406167
11.613656	383.728612	11.422098	0.000003	1.049770	20530.602245	12.125103	20524.378810	-0.009751	0.097481	-0.002654	59.593053
11.742204	384.057715	11.422373	0.000003	1.049773	20550.334883	12.168467	20544.136999	-0.009749	0.097787	-0.002661	60.836683
11.870751	384.369711	11.422737	0.000003	1.049785	20568.945310	12.239793	20562.802899	-0.009738	0.099943	-0.002646	62.069202
11.999299	384.654336	11.423163	0.000003	1.049811	20585.910460	12.341647	20579.856611	-0.009739	0.105716	-0.002612	63.280287
12.127847	384.910237	11.423632	0.000003	1.049848	20601.105164	12.474919	20595.173212	-0.009728	0.115761	-0.002583	64.468299
12.256395	385.136423	11.424121	0.000003	1.049893	20614.529863	12.637196	20608.750219	-0.009719	0.130231	-0.002553	65.624776
12.384943	385.333242	11.424612	0.000003	1.049942	20626.174355	12.823699	20620.572335	-0.009706	0.148379	-0.002546	66.744489
12.513491	385.502264	11.425089	0.000003	1.049992	20636.160579	13.028419	20630.755253	-0.009711	0.169258	-0.002542	67.829149
12.642039	385.645297	11.425540	0.000003	1.050038	20644.595500	13.243957	20639.398798	-0.009708	0.190867	-0.002541	68.880707
12.770586	385.763783	11.425954	0.000003	1.050079	20651.543008	13.461427	20646.557972	-0.009703	0.211938	-0.002540	69.900454
12.899134	385.857662	11.426312	0.000003	1.050113	20656.995624	13.667684	20652.212155	-0.009701	0.231220	-0.002537	70.882391
13.027682	385.925684	11.426594	0.000003	1.050140	20660.907759	13.844130	20656.296965	-0.009699	0.247967	-0.002536	71.818027
13.156230	385.969081	11.426789	0.000003	1.050159	20663.344868	13.975433	20658.862603	-0.009698	0.260801	-0.002537	72.709777
13.284778	385.991188	11.426895	0.000003	1.050170	20664.527963	14.052617	20660.121235	-0.009697	0.268564	-0.002537	73.562151
13.413326	385.997599	11.426928	0.000003	1.050173	20664.825756	14.078205	20660.444070	-0.009697	0.271177	-0.002537	74.377846
13.541874	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	75.155596
13.670421	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	75.907297
13.798969	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	76.625460
13.927517	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	77.329765
14.056065	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	78.033300
14.184613	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	78.736280
14.313161	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	79.438829
14.441708	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	80.140968
14.570256	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	80.842719
14.698804	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	81.544105
14.827352	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	82.244479
14.955900	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	82.943662
15.084448	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	83.639860
15.212996	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	84.332711
15.341543	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	85.020621
15.470091	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	85.703370
15.598639	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	86.379486
15.727187	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	87.048928
15.855735	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	87.710289
15.984283	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	88.363659
16.112831	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	89.007744
16.241378	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	89.642733
16.369926	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	90.267363
16.498474	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	90.881968
16.627022	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	91.485255
16.755570	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	92.077732
16.884118	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	92.658113
17.012666	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	93.227077
17.141213	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	93.783473
17.269761	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	94.328137
17.398309	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	94.860302
17.526857	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	95.381262
17.655405	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	95.891723
17.783953	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	96.389891
17.912500	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	96.876213
18.041048	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	97.351081
18.169596	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	97.813570
18.298144	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	98.268073
18.426692	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	98.716823
18.555240	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	99.159655
18.683788	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	99.597821
18.812335	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	100.031654
18.940883	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	100.460884
19.069431	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	100.885970
19.197979	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	101.306575
19.326527	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	101.722341
19.455075	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	102.133285
19.583623	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	102.538734
19.712170	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	102.938104
19.840718	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	103.331023
19.969266	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	103.716750
20.097814	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	104.094278
20.226362	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	104.462886
20.354910	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	104.821716
20.483458	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	105.169815
20.612005	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	105.506801
20.740553	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	105.832267
20.869101	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	106.161465
20.997649	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	106.501485
21.126197	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	106.853899
21.254745	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	107.217160
21.383292	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	107.587743
21.511840	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	107.959761
21.640388	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	108.315080
21.768936	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	108.643081
21.897484	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	108.937759
22.026032	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	109.195018
22.154580	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	109.411841
22.283127	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	109.585608
22.411675	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	109.714141
22.540223	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	109.795581
22.668771	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	109.829733
22.797319	385.997621	11.426928	0.000003	1.050173	20664.826583	14.078300	20660.444990	-0.009697	0.271187	-0.002537	109.832839
